GROUPED BY YEAR AND SORTED BY POSITION,,,,,,,,,,,,,,,SORTED ALPHABETICALLY,,,,,,,,,,,,,,,GROUPED BY POSITION AND SORTED BY YEAR,,,,,,,,,,,,,
#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge
34,Katayama Haruka,19158,2013,32,14,AKB48,Next Girls Member,1990/05/10,27,23,A,Aichi,"27 Years, 8 Months, 27 Days",,1,Maeda Atsuko,139892,2011,22,1,AKB48,Senbatsu Center,1991/07/10,26,19,A,Chiba,"26 Years, 6 Months, 27 Days",,24,Ohori Megumi,1316,2009,13,NEW,AKB48,Undergirls Member,1983/08/25,34,25,A,Tokyo,"34 Years, 5 Months, 12 Days"
35,Nagao Mariya,18978,2013,32,4,AKB48,Next Girls Member,1994/03/10,23,19,O,Kanagawa,"23 Years, 10 Months, 27 Days",,25,Masuda Yuka,1247,2009,13,NEW,AKB48,Undergirls Member,1991/08/03,26,17,B,Osaka,"26 Years, 6 Months, 3 Days",,24,Oya Masana,4634,2010,17,NEW,SKE48,Undergirls Member,1990/11/06,27,19,AB,Aichi,"27 Years, 3 Months, 0 Days"
36,Kuramochi Asuka,18435,2013,32,-14,AKB48,Next Girls Member,1989/09/11,28,23,A,Kanagawa,"28 Years, 4 Months, 26 Days",,25,Masuda Yuka,4137,2010,17,0,AKB48,Undergirls Member,1991/08/03,26,18,B,Osaka,"26 Years, 6 Months, 3 Days",,24,Nakagawa Haruka,10674,2011,22,-4,AKB48,Undergirls Member,1992/02/10,25,19,O,Tokyo,"25 Years, 11 Months, 27 Days"
37,Kodama Haruka,18145,2013,32,NEW,HKT48,Next Girls Member,1996/09/19,21,16,O,Fukuoka,"21 Years, 4 Months, 18 Days",,20,Masuda Yuka,14137,2011,22,5,AKB48,Senbatsu Member,1991/08/03,26,19,B,Osaka,"26 Years, 6 Months, 3 Days",,24,Takayanagi Akane,14111,2012,27,-1,SKE48,Undergirls Member,1991/11/29,26,20,B,Aichi,"26 Years, 2 Months, 8 Days"
38,Tano Yuuka,18125,2013,32,7,AKB48,Next Girls Member,1997/03/07,20,16,O,Tokyo,"20 Years, 10 Months, 30 Days",,26,Masuda Yuka,13166,2012,27,-6,AKB48,Undergirls Member,1991/08/03,26,20,B,Osaka,"26 Years, 6 Months, 3 Days",,24,Matsumura Kaori,27566,2013,32,10,SKE48,Undergirls Member,1990/01/17,28,23,O,Saitama,"28 Years, 0 Months, 20 Days"
39,Umemoto Madoka,17819,2013,32,NEW,SKE48,Next Girls Member,1992/07/17,25,20,O,Aichi,"25 Years, 6 Months, 20 Days",,30,Matsubara Natsumi,1050,2009,13,NEW,AKB48,Undergirls Member,1990/06/19,27,19,B,Fukuoka,"27 Years, 7 Months, 18 Days",,24,Mutou Tomu,30097,2014,37,NEW,AKB48,Undergirls Member,1994/11/25,23,19,B,Tokyo,"23 Years, 2 Months, 12 Days"
40,Jonishi Kei,17381,2013,32,NEW,NMB48,Next Girls Member,1995/03/18,22,18,A,Shiga,"22 Years, 10 Months, 19 Days",,39,Matsubara Natsumi,1854,2010,17,-9,AKB48,Undergirls Member,1990/06/19,27,20,B,Fukuoka,"27 Years, 7 Months, 18 Days",,24,Furuhata Nao,25650,2015,41,31,SKE48,Undergirls Member,1996/09/15,21,18,O,Aichi,"21 Years, 4 Months, 22 Days"
41,Matsumoto Rina,16715,2013,32,NEW,SKE48,Next Girls Member,1993/09/03,24,19,O,Aichi,"24 Years, 5 Months, 3 Days",,19,Matsui Jurina,1371,2009,13,NEW,AKB48,Senbatsu Member,1997/03/08,20,12,B,Aichi,"20 Years, 10 Months, 29 Days",,24,Shiroma Miru,29983,2016,45,10,NMB48,Undergirls Member,1997/10/14,20,18,B,Osaka,"20 Years, 3 Months, 23 Days"
42,Saito Makiko,16508,2013,32,NEW,SKE48,Next Girls Member,1994/06/28,23,19,A,Osaka,"23 Years, 7 Months, 9 Days",,10,Matsui Jurina,12168,2010,17,9,SKE48,Senbatsu Member,1997/03/08,20,13,B,Aichi,"20 Years, 10 Months, 29 Days",,24,Kojima Mako,29699,2017,49,-5,AKB48,Undergirls Member,1997/05/30,20,20,O,Tokyo,"20 Years, 8 Months, 7 Days"
43,Ota Aika,16401,2013,32,9,HKT48,Next Girls Member,1994/12/08,23,18,O,Saitama,"23 Years, 1 Months, 29 Days",,14,Matsui Jurina,27804,2011,22,-4,AKB48,Senbatsu Member,1997/03/08,20,14,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Masuda Yuka,1247,2009,13,NEW,AKB48,Undergirls Member,1991/08/03,26,17,B,Osaka,"26 Years, 6 Months, 3 Days"
44,Yagura Fuuko,16281,2013,32,NEW,NMB48,Next Girls Member,1997/02/24,20,16,A,Osaka,"20 Years, 11 Months, 13 Days",,9,Matsui Jurina,45747,2012,27,5,SKE48,Senbatsu Member,1997/03/08,20,15,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Masuda Yuka,4137,2010,17,0,AKB48,Undergirls Member,1991/08/03,26,18,B,Osaka,"26 Years, 6 Months, 3 Days"
45,Muto Tomu,16221,2013,32,4,AKB48,Next Girls Member,1994/11/25,23,18,B,Tokyo,"23 Years, 2 Months, 12 Days",,6,Matsui Jurina,77170,2013,32,3,SKE48,Senbatsu Member,1997/03/08,20,16,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Oota Aika,9910,2011,22,-3,AKB48,Undergirls Member,1994/12/08,23,16,O,Saitama,"23 Years, 1 Months, 29 Days"
46,Ishida Haruka,16072,2013,32,4,AKB48,Next Girls Member,1993/12/02,24,19,A,Saitama,"24 Years, 2 Months, 4 Days",,4,Matsui Jurina,90910,2014,37,2,SKE48,Senbatsu Member,1997/03/08,20,17,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Hata Sawako,13920,2012,27,8,SKE48,Undergirls Member,1988/09/14,29,23,A,Osaka,"29 Years, 4 Months, 23 Days"
47,Kobayashi Ami,15533,2013,32,NEW,SKE48,Next Girls Member,1993/01/12,25,20,O,Aichi,"25 Years, 0 Months, 25 Days",,5,Matsui Jurina,105289,2015,41,-1,SKE48,Senbatsu Member,1997/03/08,20,18,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Kawaei Rina,26764,2013,32,NEW,AKB48,Undergirls Member,1995/02/12,22,18,O,Kanagawa,"22 Years, 11 Months, 25 Days"
48,Oba Mina,15064,2013,32,9,AKB48,Next Girls Member,1992/04/03,25,21,A,Kanagawa,"25 Years, 10 Months, 3 Days",,3,Matsui Jurina,112341,2016,45,2,SKE48,Senbatsu Member,1997/03/08,20,19,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Moriyasu Madoka,27054,2014,37,NEW,HKT48,Undergirls Member,1997/07/26,20,16,A,Nagasaki,"20 Years, 6 Months, 11 Days"
49,Yabushita Shu,14745,2013,32,NEW,NMB48,Future Girls Center,1998/12/02,19,14,AB,Osaka,"19 Years, 2 Months, 4 Days",,3,Matsui Jurina,113615,2017,49,0,SKE48,Senbatsu Member,1997/03/08,20,20,B,Aichi,"20 Years, 10 Months, 29 Days",,25,Takahashi Juri,25421,2015,41,3,AKB48,Undergirls Member,1997/10/03,20,17,A,Ibaraki,"20 Years, 4 Months, 3 Days"
50,Yoshida Akari,14684,2013,32,NEW,NMB48,Future Girls Member,1996/08/16,21,16,AB,Osaka,"21 Years, 5 Months, 21 Days",,29,Matsui Rena,1073,2009,13,NEW,AKB48,Undergirls Member,1991/07/27,26,17,O,Aichi,"26 Years, 6 Months, 10 Days",,25,Okita Ayaka,29517,2016,45,NEW,NMB48,Undergirls Member,1995/10/11,22,20,AB,Hiroshima,"22 Years, 3 Months, 26 Days"
51,Kikuchi Ayaka,13944,2013,32,0,AKB48,Future Girls Member,1993/06/30,24,20,A,Tokyo,"24 Years, 7 Months, 7 Days",,11,Matsui Rena,12082,2010,17,18,SKE48,Senbatsu Member,1991/07/27,26,18,O,Aichi,"26 Years, 6 Months, 10 Days",,25,Takakura Moeka,28623,2017,49,NEW,NGT48,Undergirls Member,2001/04/23,16,16,O,Niigata,"16 Years, 9 Months, 14 Days"
52,Sato Sumire,13692,2013,32,9,AKB48,Future Girls Member,1993/11/20,24,19,O,Saitama,"24 Years, 2 Months, 17 Days",,10,Matsui Rena,36929,2011,22,1,SKE48,Senbatsu Member,1991/07/27,26,19,O,Aichi,"26 Years, 6 Months, 10 Days",,26,Hirajima Natsumi,1216,2009,13,NEW,AKB48,Undergirls Member,1992/05/28,25,17,O,Tokyo,"25 Years, 8 Months, 9 Days"
53,Maeda Ami,13613,2013,32,-11,AKB48,Future Girls Member,1995/06/01,22,18,O,Tokyo,"22 Years, 8 Months, 5 Days",,10,Matsui Rena,42030,2012,27,0,SKE48,Senbatsu Member,1991/07/27,26,20,O,Aichi,"26 Years, 6 Months, 10 Days",,26,Hirajima Natsumi,4106,2010,17,0,AKB48,Undergirls Member,1992/05/28,25,18,O,Tokyo,"25 Years, 8 Months, 9 Days"
54,Ogasawara Mayu,13442,2013,32,6,NMB48,Future Girls Member,1994/04/11,23,19,A,Osaka,"23 Years, 9 Months, 26 Days",,7,Matsui Rena,73173,2013,32,3,SKE48,Senbatsu Member,1991/07/27,26,21,O,Aichi,"26 Years, 6 Months, 10 Days",,26,Hirajima Natsumi,9742,2011,22,0,AKB48,Undergirls Member,1992/05/28,25,19,O,Tokyo,"25 Years, 8 Months, 9 Days"
55,Tashima Meru,13246,2013,32,NEW,HKT48,Future Girls Member,2000/01/07,18,13,B,Fukuoka,"18 Years, 0 Months, 30 Days",,5,Matsui Rena,69790,2014,37,2,SKE48,Senbatsu Member,1991/07/27,26,22,O,Aichi,"26 Years, 6 Months, 10 Days",,26,Masuda Yuka,13166,2012,27,-6,AKB48,Undergirls Member,1991/08/03,26,20,B,Osaka,"26 Years, 6 Months, 3 Days"
56,Iwasa Misaki,12638,2013,32,-23,AKB48,Future Girls Member,1995/01/30,22,18,O,Chiba,"23 Years, 0 Months, 7 Days",,38,Matsui Sakiko,5020,2011,22,NEW,AKB48,Undergirls Member,1990/12/10,27,20,O,Saitama,"27 Years, 1 Months, 27 Days",,26,Miyawaki Sakura,25760,2013,32,21,HKT48,Undergirls Member,1998/03/19,19,15,A,Kagoshima,"19 Years, 10 Months, 18 Days"
57,Ichikawa Miori,12616,2013,32,1,AKB48,Future Girls Member,1994/02/12,23,19,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,53,Matsui Sakiko,6058,2012,27,-15,AKB48,Future Girls Member,1990/12/10,27,21,O,Saitama,"27 Years, 1 Months, 27 Days",,26,Takajo Aki,24415,2014,37,-6,AKB48,Undergirls Member,1991/10/03,26,22,B,Tokyo,"26 Years, 4 Months, 3 Days"
58,Isohara Kyoka,12319,2013,32,NEW,SKE48,Future Girls Member,1996/08/08,21,16,O,Aichi,"21 Years, 5 Months, 29 Days",,60,Matsui Sakiko,11961,2013,32,-7,AKB48,Future Girls Member,1990/12/10,27,22,O,Saitama,"27 Years, 1 Months, 27 Days",,26,Kojima Mako,25110,2015,41,10,AKB48,Undergirls Member,1997/05/30,20,18,O,Tokyo,"20 Years, 8 Months, 7 Days"
59,Tomonaga Mio,12126,2013,32,NEW,HKT48,Future Girls Member,1998/05/17,19,15,O,Fukuoka,"19 Years, 8 Months, 20 Days",,41,Matsumoto Rina,16715,2013,32,NEW,SKE48,Next Girls Member,1993/09/03,24,19,O,Aichi,"24 Years, 5 Months, 3 Days",,26,Kato Rena,29333,2016,45,2,AKB48,Undergirls Member,1997/07/10,20,18,B,Chiba,"20 Years, 6 Months, 27 Days"
60,Matsui Sakiko,11961,2013,32,-7,AKB48,Future Girls Member,1990/12/10,27,22,O,Saitama,"27 Years, 1 Months, 27 Days",,34,Matsumura Kaori,9030,2012,27,NEW,SKE48,Next Girls Member,1990/01/17,28,22,O,Saitama,"28 Years, 0 Months, 20 Days",,26,Oba Mina,28554,2017,49,-4,SKE48,Undergirls Member,1992/04/03,25,25,A,Kanagawa,"25 Years, 10 Months, 3 Days"
61,Yamauchi Suzuran,11888,2013,32,-7,AKB48,Future Girls Member,1994/12/08,23,18,O,Chiba,"23 Years, 1 Months, 29 Days",,24,Matsumura Kaori,27566,2013,32,10,SKE48,Undergirls Member,1990/01/17,28,23,O,Saitama,"28 Years, 0 Months, 20 Days",,27,Sashihara Rino,1170,2009,13,NEW,AKB48,Undergirls Member,1992/11/21,25,16,O,Oita,"25 Years, 2 Months, 16 Days"
62,Hirajima Natsumi,11806,2013,32,REENTER,AKB48,Future Girls Member,1992/05/28,25,21,O,Tokyo,"25 Years, 8 Months, 9 Days",,17,Matsumura Kaori,37967,2014,37,7,SKE48,Undergirls Center,1990/01/17,28,24,O,Saitama,"28 Years, 0 Months, 20 Days",,27,Ishida Haruka,3235,2010,17,NEW,AKB48,Undergirls Member,1993/12/02,24,16,A,Saitama,"24 Years, 2 Months, 4 Days"
63,Kaneko Shiori,11620,2013,32,NEW,SKE48,Future Girls Member,1995/06/13,22,18,AB,Saitama,"22 Years, 7 Months, 24 Days",,13,Matsumura Kaori,53667,2015,41,4,SKE48,Senbatsu Member,1990/01/17,28,25,O,Saitama,"28 Years, 0 Months, 20 Days",,27,Miyazaki Miho,9271,2011,22,-6,AKB48,Undergirls Member,1993/07/30,24,17,O,Tokyo,"24 Years, 6 Months, 7 Days"
64,Nakanishi Yuka,11602,2013,32,-1,SKE48,Future Girls Member,1989/01/24,28,24,A,Aichi,"29 Years, 0 Months, 13 Days",,18,Matsumura Kaori,34977,2017,49,REENTER,SKE48,Undergirls Member,1990/01/17,28,27,O,Saitama,"28 Years, 0 Months, 20 Days",,27,Oya Masana,12142,2012,27,3,SKE48,Undergirls Member,1990/11/06,27,21,AB,Aichi,"27 Years, 3 Months, 0 Days"
1,Watanabe Mayu,159854,2014,37,2,AKB48,Senbatsu Center,1994/03/26,23,20,A,Saitama,"23 Years, 10 Months, 11 Days",,80,Matsuoka Hana,15396,2017,49,NEW,HKT48,Upcoming Girls Member,2000/01/19,17,17,**,Chiba,"18 Years, 0 Months, 18 Days",,27,Furukawa Airi,24990,2013,32,3,SKE48,Undergirls Member,1989/12/13,28,23,AB,Aichi,"28 Years, 1 Months, 24 Days"
2,Sashihara Rino,141954,2014,37,-1,HKT48,Senbatsu Member,1992/11/21,25,21,O,Oita,"25 Years, 2 Months, 16 Days",,64,Matsuoka Natsumi,12569,2014,37,NEW,AKB48,Future Girls Member,1996/08/08,21,17,O,Fukuoka,"21 Years, 5 Months, 29 Days",,27,Tomonaga Mio,23766,2014,37,32,HKT48,Undergirls Member,1998/05/17,19,16,O,Fukuoka,"19 Years, 8 Months, 20 Days"
3,Kashiwagi Yuki,104364,2014,37,1,AKB48,Senbatsu Member,1991/07/15,26,22,A,Kagoshima,"26 Years, 6 Months, 22 Days",,51,Matsuoka Natsumi,17387,2015,41,13,HKT48,Future Girls Member,1996/08/08,21,18,O,Fukuoka,"21 Years, 5 Months, 29 Days",,27,Oba Mina,24708,2015,41,29,SKE48,Undergirls Member,1992/04/03,25,23,A,Kanagawa,"25 Years, 10 Months, 3 Days"
4,Matsui Jurina,90910,2014,37,2,SKE48,Senbatsu Member,1997/03/08,20,17,B,Aichi,"20 Years, 10 Months, 29 Days",,46,Matsuoka Natsumi,20980,2016,45,5,HKT48,Next Girls Member,1996/08/08,21,19,O,Fukuoka,"21 Years, 5 Months, 29 Days",,27,Kawamoto Saya,29213,2016,45,NEW,AKB48,Undergirls Member,1998/08/31,19,17,B,Hokkaido,"19 Years, 5 Months, 6 Days"
5,Matsui Rena,69790,2014,37,2,SKE48,Senbatsu Member,1991/07/27,26,22,O,Aichi,"26 Years, 6 Months, 10 Days",,59,Matsuoka Natsumi,19372,2017,49,-13,HKT48,Future Girls Member,1996/08/08,21,20,O,Fukuoka,"21 Years, 5 Months, 29 Days",,27,Ota Yuuri,28457,2017,49,25,NMB48,Undergirls Member,1999/12/01,18,17,AB,Nara,"18 Years, 2 Months, 5 Days"
6,Yamamoto Sayaka,67916,2014,37,8,NMB48,Senbatsu Member,1993/07/14,24,20,B,Osaka,"24 Years, 6 Months, 23 Days",,16,Minegishi Minami,1414,2009,13,NEW,AKB48,Senbatsu Member,1992/11/15,25,16,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Katayama Haruka,1089,2009,13,NEW,AKB48,Undergirls Member,1990/05/10,27,19,A,Aichi,"27 Years, 8 Months, 27 Days"
7,Shimazaki Haruka,67591,2014,37,5,AKB48,Senbatsu Member,1994/03/30,23,20,A,Saitama,"23 Years, 10 Months, 7 Days",,14,Minegishi Minami,9692,2010,17,2,AKB48,Senbatsu Member,1992/11/15,25,17,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Shimazaki Haruka,3076,2010,17,NEW,AKB48,Undergirls Member,1994/03/30,23,16,A,Saitama,"23 Years, 10 Months, 7 Days"
8,Kojima Haruna,62899,2014,37,1,AKB48,Senbatsu Member,1988/04/19,29,26,O,Saitama,"29 Years, 9 Months, 18 Days",,15,Minegishi Minami,26070,2011,22,-1,AKB48,Senbatsu Member,1992/11/15,25,18,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Yamamoto Sayaka,8697,2011,22,NEW,NMB48,Undergirls Member,1993/07/14,24,17,B,Osaka,"24 Years, 6 Months, 23 Days"
9,Takahashi Minami,57388,2014,37,-1,AKB48,Senbatsu Member,1991/04/08,26,23,AB,Tokyo,"26 Years, 9 Months, 29 Days",,14,Minegishi Minami,26038,2012,27,1,AKB48,Senbatsu Member,1992/11/15,25,19,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Yagami Kumi,11712,2012,27,10,SKE48,Undergirls Member,1994/06/13,23,18,A,Aichi,"23 Years, 7 Months, 24 Days"
10,Suda Akari,48182,2014,37,6,SKE48,Senbatsu Member,1991/10/31,26,22,A,Aichi,"26 Years, 3 Months, 6 Days",,18,Minegishi Minami,38985,2013,32,-4,AKB48,Undergirls Member,1992/11/15,25,20,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Yamada Nana,23950,2013,32,18,NMB48,Undergirls Member,1992/04/03,25,21,A,Osaka,"25 Years, 10 Months, 3 Days"
11,Miyawaki Sakura,45538,2014,37,15,HKT48,Senbatsu Member,1998/03/19,19,16,A,Kagoshima,"19 Years, 10 Months, 18 Days",,22,Minegishi Minami,33162,2014,37,-4,AKB48,Undergirls Member,1992/11/15,25,21,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Takahashi Juri,23612,2014,37,NEW,AKB48,Undergirls Member,1997/10/03,20,16,A,Ibaraki,"20 Years, 4 Months, 3 Days"
12,Miyazawa Sae,44749,2014,37,-2,SNH48,Senbatsu Member,1990/08/13,27,23,O,Tokyo,"27 Years, 5 Months, 24 Days",,19,Minegishi Minami,35506,2015,41,3,AKB48,Undergirls Member,1992/11/15,25,22,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Kato Rena,24569,2015,41,4,AKB48,Undergirls Member,1997/07/10,20,17,B,Chiba,"20 Years, 6 Months, 27 Days"
13,Yokoyama Yui,40232,2014,37,0,AKB48,Senbatsu Member,1992/12/08,25,21,B,Kyoto,"25 Years, 1 Months, 29 Days",,17,Minegishi Minami,40011,2016,45,2,AKB48,Undergirls Center,1992/11/15,25,23,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Yabuki Nako,28706,2016,45,NEW,HKT48,Undergirls Member,2001/06/18,16,15,**,Tokyo,"16 Years, 7 Months, 19 Days"
14,Ikoma Rina,40089,2014,37,NEW,Nogizaka46,Senbatsu Member,1995/12/29,22,18,AB,Akita,"22 Years, 1 Months, 8 Days",,19,Minegishi Minami,34688,2017,49,-2,AKB48,Undergirls Member,1992/11/15,25,24,B,Tokyo,"25 Years, 2 Months, 22 Days",,28,Tanaka Miku,28355,2017,49,17,HKT48,Undergirls Member,2001/09/12,16,15,B,Kumamoto,"16 Years, 4 Months, 25 Days"
15,Shibata Aya,39264,2014,37,2,SKE48,Senbatsu Member,1993/04/01,24,21,B,Aichi,"24 Years, 10 Months, 5 Days",,70,Miyajima Aya,16930,2017,49,NEW,NGT48,Upcoming Girls Member,1997/11/27,20,19,O,Niigata,"20 Years, 2 Months, 10 Days",,29,Matsui Rena,1073,2009,13,NEW,AKB48,Undergirls Member,1991/07/27,26,17,O,Aichi,"26 Years, 6 Months, 10 Days"
16,Kawaei Rina,39120,2014,37,9,AKB48,Senbatsu Member,1995/02/12,22,19,O,Kanagawa,"22 Years, 11 Months, 25 Days",,45,Miyamae Ami,18245,2015,41,NEW,SKE48,Next Girls Member,1997/09/09,20,17,A,Aichi,"20 Years, 4 Months, 28 Days",,29,Nito Moeno,2693,2010,17,NEW,AKB48,Undergirls Member,1992/07/22,25,17,AB,Aichi,"25 Years, 6 Months, 15 Days"
17,Matsumura Kaori,37967,2014,37,7,SKE48,Undergirls Center,1990/01/17,28,24,O,Saitama,"28 Years, 0 Months, 20 Days",,65,Miyamae Ami,15716,2016,45,-20,SKE48,Upcoming Girls Center,1997/09/09,20,18,A,Aichi,"20 Years, 4 Months, 28 Days",,29,Ooya Shizuka,7264,2011,22,NEW,AKB48,Undergirls Member,1991/12/28,26,19,O,Fukuoka,"26 Years, 1 Months, 9 Days"
18,Watanabe Miyuki,36108,2014,37,-3,NMB48,Undergirls Member,1993/09/19,24,20,B,Nara,"24 Years, 4 Months, 18 Days",,47,Miyawaki Sakura,6635,2012,27,NEW,AKB48,Next Girls Member,1998/03/19,19,14,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Suda Akari,11323,2012,27,7,SKE48,Undergirls Member,1991/10/31,26,20,A,Aichi,"26 Years, 3 Months, 6 Days"
19,Kitahara Rie,34666,2014,37,2,AKB48,Undergirls Member,1991/06/24,26,23,A,Aichi,"26 Years, 7 Months, 13 Days",,26,Miyawaki Sakura,25760,2013,32,21,HKT48,Undergirls Member,1998/03/19,19,15,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Oya Masana,23588,2013,32,-2,SKE48,Undergirls Member,1990/11/06,27,22,AB,Aichi,"27 Years, 3 Months, 0 Days"
20,Iriyama Anna,34002,2014,37,10,AKB48,Undergirls Member,1995/12/03,22,18,B,Chiba,"22 Years, 2 Months, 3 Days",,11,Miyawaki Sakura,45538,2014,37,15,HKT48,Senbatsu Member,1998/03/19,19,16,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Yamada Nana,23299,2014,37,-1,NMB48,Undergirls Member,1992/04/03,25,22,A,Osaka,"25 Years, 10 Months, 3 Days"
21,Kodama Haruka,33545,2014,37,16,HKT48,Undergirls Member,1996/09/19,21,17,O,Fukuoka,"21 Years, 4 Months, 18 Days",,7,Miyawaki Sakura,81422,2015,41,4,HKT48,Senbatsu Member,1998/03/19,19,17,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Okada Nana,23237,2015,41,22,AKB48,Undergirls Member,1997/11/07,20,17,A,Osaka,"20 Years, 2 Months, 30 Days"
22,Minegishi Minami,33162,2014,37,-4,AKB48,Undergirls Member,1992/11/15,25,21,B,Tokyo,"25 Years, 2 Months, 22 Days",,6,Miyawaki Sakura,78279,2016,45,1,HKT48,Senbatsu Member,1998/03/19,19,18,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Furuhata Nao,28553,2016,45,-5,SKE48,Undergirls Member,1996/09/15,21,19,O,Aichi,"21 Years, 4 Months, 22 Days"
23,Kizaki Yuria,30154,2014,37,-1,AKB48,Undergirls Member,1996/02/11,21,18,O,Aichi,"21 Years, 11 Months, 26 Days",,4,Miyawaki Sakura,82803,2017,49,2,HKT48,Senbatsu Member,1998/03/19,19,19,A,Kagoshima,"19 Years, 10 Months, 18 Days",,29,Kawamoto Saya,28118,2017,49,-2,AKB48,Undergirls Member,1998/08/31,19,18,B,Hokkaido,"19 Years, 5 Months, 6 Days"
24,Mutou Tomu,30097,2014,37,NEW,AKB48,Undergirls Member,1994/11/25,23,19,B,Tokyo,"23 Years, 2 Months, 12 Days",,18,Miyazaki Miho,1373,2009,13,NEW,AKB48,Senbatsu Member,1993/07/30,24,15,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Matsubara Natsumi,1050,2009,13,NEW,AKB48,Undergirls Member,1990/06/19,27,19,B,Fukuoka,"27 Years, 7 Months, 18 Days"
25,Moriyasu Madoka,27054,2014,37,NEW,HKT48,Undergirls Member,1997/07/26,20,16,A,Nagasaki,"20 Years, 6 Months, 11 Days",,21,Miyazaki Miho,6371,2010,17,-3,AKB48,Senbatsu Member,1993/07/30,24,16,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Komori Mika,2613,2010,17,NEW,AKB48,Undergirls Member,1994/07/19,23,15,O,Aichi,"23 Years, 6 Months, 18 Days"
26,Takajo Aki,24415,2014,37,-6,AKB48,Undergirls Member,1991/10/03,26,22,B,Tokyo,"26 Years, 4 Months, 3 Days",,27,Miyazaki Miho,9271,2011,22,-6,AKB48,Undergirls Member,1993/07/30,24,17,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Oya Masana,6660,2011,22,-6,SKE48,Undergirls Member,1990/11/06,27,20,AB,Aichi,"27 Years, 3 Months, 0 Days"
27,Tomonaga Mio,23766,2014,37,32,HKT48,Undergirls Member,1998/05/17,19,16,O,Fukuoka,"19 Years, 8 Months, 20 Days",,38,Miyazaki Miho,8173,2012,27,-11,AKB48,Next Girls Member,1993/07/30,24,18,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Furukawa Airi,11179,2012,27,NEW,SKE48,Undergirls Member,1989/12/13,28,22,AB,Aichi,"28 Years, 1 Months, 24 Days"
28,Takahashi Juri,23612,2014,37,NEW,AKB48,Undergirls Member,1997/10/03,20,16,A,Ibaraki,"20 Years, 4 Months, 3 Days",,78,Miyazaki Miho,9674,2014,37,REENTER,SKE48,Upcoming Girls Member,1993/07/30,24,20,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Iriyama Anna,22869,2013,32,NEW,AKB48,Undergirls Member,1995/12/03,22,17,B,Chiba,"22 Years, 2 Months, 3 Days"
29,Yamada Nana,23299,2014,37,-1,NMB48,Undergirls Member,1992/04/03,25,22,A,Osaka,"25 Years, 10 Months, 3 Days",,78,Miyazaki Miho,13366,2016,45,0,AKB48,Upcoming Girls Member,1993/07/30,24,22,O,Tokyo,"24 Years, 6 Months, 7 Days",,30,Oya Masana,21984,2014,37,-1,SKE48,Undergirls Member,1990/11/06,27,23,AB,Aichi,"27 Years, 3 Months, 0 Days"
30,Oya Masana,21984,2014,37,-1,SKE48,Undergirls Member,1990/11/06,27,23,AB,Aichi,"27 Years, 3 Months, 0 Days",,14,Miyazawa Sae,1547,2009,13,NEW,AKB48,Senbatsu Member,1990/08/13,27,18,O,Tokyo,"27 Years, 5 Months, 24 Days",,30,Takajo Aki,22502,2015,41,-4,AKB48,Undergirls Member,1991/10/03,26,23,B,Tokyo,"26 Years, 4 Months, 3 Days"
31,Takayanagi Akane,21972,2014,37,-8,SKE48,Undergirls Member,1991/11/29,26,22,B,Aichi,"26 Years, 2 Months, 8 Days",,9,Miyazawa Sae,12560,2010,17,5,AKB48,Senbatsu Member,1990/08/13,27,19,O,Tokyo,"27 Years, 5 Months, 24 Days",,30,Soda Sarina,28369,2016,45,25,SKE48,Undergirls Member,1993/01/18,25,23,B,Saitama,"25 Years, 0 Months, 19 Days"
